869478566,885830333,649053287
921607033,900717229,313281376
568255277,934207823,341888190
839393691,507587181,220599311
668723038,36804835,362661721
51288795,383353936,837571801
182238949,640284515,43420964
571516042,594205940,578363554
825283684,891604890,655099969
458070142,149247597,727902667
88017829,621645225,968310079
781757853,593059313,86026142
218072926,625722660,14581235
831991994,944816929,853764419
430967853,530065854,171580127
403892746,108503856,907114630
536476319,647071619,489462505
791871194,202834711,145118220
355333872,620534260,344597614
362099967,370937714,787543257
677558793,501393153,355621724
567017732,674589503,306764193
376936175,196467978,197077705
298381415,395164519,835329945
133652496,34527569,16894664
887815962,573740538,440232821
747723741,488160212,829592464
621707820,878530648,323573655
52802547,897924743,326410163
720284062,398869099,797790479
326094945,378682921,454318557
729124163,419162831,342089132
515452119,299258619,34609949
861821636,85830620,397894824
199658446,168007925,754104115
234777225,8249598,341726603
147615601,781821536,463860688
784450229,775437150,286476063
788604426,534609128,124277207
959182479,831170416,939223714
192427553,575500029,456916536
217977743,993982168,569274364
286234040,76826806,114512525
690085559,923775763,544797203
158767875,40138554,995568909
408836277,27080426,147158761
613934649,195750581,714033471
201765724,105829331,377822211
489976425,546940979,122126852
542753208,440436313,836002633
346234614,136225991,495659458
98718814,747020761,400721235
715987916,657354064,286397399
515394933,579402037,87687061
776438735,396685499,44908041
566213111,559986553,155484096
298407328,410668060,327891898
306688394,218373362,623404785
132068318,355633800,684926615
143337215,195555354,938615360
659895455,16710053,158356107
184357053,366546615,135030207
519103858,765301530,881822294
844927285,857982227,779400831
879659483,419923754,793781910
248321101,47897947,546501334
735225909,757997148,980005816
920721340,284675138,809872000
514041570,334504891,788270071
764086169,887484176,75560120
452798696,633333684,724403568
923806698,811495218,291947949
107998226,924872899,324947642
722257913,855768218,31576587
848384931,994235454,439478555
467366043,61106025,174332229
133990566,654320260,390317875
118260519,243750387,647682254
730589224,109549063,416265730
35610879,422778317,804048917
676516629,813584647,762044527
211282897,942059415,814691725
879718006,219343800,952892699
957090298,962137356,50265938
281983036,694257518,461637841
256252796,349337748,109855265
476687045,161116477,338736254
494238961,246259654,47618995
230178844,566248928,305552644
812508948,159712994,236199249
711685562,657404306,875444178
498604212,902836789,138769047
195709571,18742267,308722363
741884563,547661315,896907267
18408214,297485047,107698543
234594670,876070502,165869501
526587309,766860719,258388873
949776830,170028666,599724290
440337472,755473253,160873899
919871789,376855790,739540155
979957631,151494527,919318210
796209821,974376061,266918806
709128531,427709902,903070985
860856528,693838173,308528278
340470792,638885346,296189105
888809690,764980657,120488
260563033,801841289,893670138
861624948,500249768,458691062
978333659,818239240,454952753
126936401,54152745,429630393
57960212,983446505,218894536
306861929,770097003,556864136
630642090,414912726,599318723
419569935,767108218,307617262
689913477,34148398,301760025
342824313,525096121,851636290
3799698,113046508,646489952
801103674,872113297,49949112
164648134,886763353,495710289
791077137,43351141,575136320
113992237,853000319,720759804
377125447,632033654,313429431
529016745,417897260,835592143
795697054,208050260,504750397
7926635,447767383,953548689
582453654,752817220,374879198
414974461,642019341,152874276
279001807,129644933,39842127
922155750,883310575,785617805
10996557,233798479,470055154
28472505,166269086,38328544
478373087,21069000,336541374
660004483,357371098,758334201
617973956,588877719,892691735
624160815,825922069,51953324
322625679,38390699,346555361
312627905,904018623,771371113
230245680,673265667,567956214
54177556,209755221,580212037
495674264,876729141,981382498
220111199,88019330,102042335
68660906,325659415,700016542
496200003,30632901,819669057
51181816,960596258,916376207
913457150,317839643,76543367
11645446,933499706,932372513
982098077,97434114,276806344
209938826,717397782,577521399
464810967,823343482,562097188
898736346,906563867,70232677
666812812,691387194,405125615
547695925,42670363,641343550
972256808,460138110,759906262
75111196,584283877,493249095
840068380,769712826,408016214
414694854,940938046,189809994
544754184,624430132,343333792
645503799,266193060,709074939
178762140,298613175,204571125
925807068,640248153,885234972
654237344,274028195,997851256
956824283,317292648,195985414
435278756,167175992,201153579
447292383,596645812,208760519
501085427,384056948,185860353
349987982,316845438,259008955
926201284,309114840,235699185
722911276,228310608,244592655
321092786,807265697,679849653
195485646,876601462,19864814
229513332,897696558,251166134
494481036,48888980,791265485
288654337,369104325,202176722
804762685,954944949,641803048
82685375,941926391,253207187
654685134,323897538,827967481
325283776,330385226,878537771
737797817,737644667,147087117
802935944,765828702,955936135
257470531,473540839,848758232
69363481,892434793,869398831
694242899,206924011,962249143
302357672,958994401,471985648
751245718,15443468,438479773
400211601,458684444,155156771
911788146,103694129,351173774
578342971,549788011,203954691
528758961,971251591,848232607
238738811,920821405,854308416
427912300,750828874,816295310
28112167,284782976,225647087
857562435,4015243,166122597
156648070,95999068,467174247
629317975,815681388,413055364
535618784,383905033,992885911
508686644,620349403,804434346
906815546,421023605,181415155
566327656,115339982,10166484
475150596,728617277,523993460
361523897,310616149,481430140
53864521,666166901,739171067
195489262,141204205,320159
718446555,208220039,100645656
321968170,332524162,894369303
454269331,237886891,154803504
256711217,848002404,132090022
487997717,885436767,905779135
506212014,605011894,475897969
125182334,158832262,741031584
473798195,962819178,870995069
670499168,591309565,540377623
151678657,714625444,297937834
777177885,305781743,210619380
507746048,302027636,685734101
684458328,719550539,266924879
593483234,214917450,844815415
655222857,606800817,685776083
267910024,106042988,148045080
893996337,788906990,970555065
813431592,745388301,342653744
203944966,662513466,76064309
582109419,365422860,346917098
453765447,783030229,636812299
365552625,610476296,115194019
787671829,252761962,242706000
882356794,753039880,20217554
198930985,750618427,601264621
571940445,912346157,516853364
848595492,671187647,674729494
30470655,81030874,904290799
296374703,419600954,390756550
267352246,210852048,816439278
586569644,478066531,94259392
703835799,835652103,957272620
878273963,525996970,500134746
267693620,167685305,303317479
951418375,180129941,458330021
808217149,269705295,625097379
639748662,43929826,893328780
735670750,404349695,61498359
147696718,493176931,599596323
697384612,996680433,848920624
499963587,716476580,911539543
93310763,181327804,150622162
104772368,11295504,778474671
243611397,137511586,178629171
114057094,381912051,995134065
358971645,495745327,393625467
509717248,927945418,576394478
231100963,479479741,607217196
947334765,741779930,531624497
671519799,438424947,476649036
782792834,431504198,47703488
202213492,684239099,484045127
738302919,579392792,104024014
77232701,121522012,925581709
714540587,105959440,730510170
788115017,845425868,753038586
645208955,283941951,121839736
706868899,999700105,226174945
432122214,822772447,482165312
206642961,954923652,596812030
265681989,179711457,120784642
238340519,766594168,210093468
74285235,736452149,314796830
808113253,845665357,204237364
722041557,534195482,353616412
619258699,475683995,270451099
167873852,492711041,482236850
853591089,184568897,798034653
622026843,89352808,367839656
481210795,350585345,392105425
719366832,217830696,813409264
779197334,662304708,275945264
366992922,650806794,829380335
143722391,37307979,405865970
733490538,23195840,762391893
582804347,179580459,183162282
118085044,99018176,700470826
947794939,642622337,338017211
956551258,178893578,833289532
6850856,486492896,331807828
208677670,745126278,850394563
267348275,844897258,989398520
962176885,422734383,232015382
260228187,983690723,676638875
854943071,325152340,814773361
317965638,593323614,19319460
929221129,85875182,826974545
329354509,17481873,891524316
549855808,211431946,550606747
351687782,822167785,210029845
888734718,526404001,51002518
93115973,884260867,19712422
259874745,371196358,182038260
268497312,699842204,950140051
109520996,34376017,316996924
360185782,71376534,264253398
8481720,320344656,620512395
627004048,121529842,866130711
506580607,105127797,306761529
904255462,158619463,117400792
596712450,882171525,485469701
151820690,198963873,357542337
102266365,670950774,813319872
577286028,140767959,917023208
1000766,115110787,118049447
724327189,931474616,62091663
811911629,307542101,678488373
740228881,374287554,907537374
977785868,991850591,939576700
186150561,623545,920242330
88095529,711995304,827227948
785814051,154612495,683823164
660618814,224714353,810744470
485626218,794946250,801293848
829165056,148666971,1397047
844879202,657786748,179279337
896605620,531748963,648352504
166730042,353914813,884500853
826210418,680128183,398233697
680329419,289489993,549744440
230689239,226323307,15449096
690513475,292455630,627134857
403100574,450230371,505462672
759426628,256134861,721902035
391051099,838759833,325721879
662580062,358463267,950662200
806889107,953610060,574824473
1609953,692822374,900758540
233937305,773387166,833241762
338992305,415586800,681319197
493472480,25210780,982299776
851015591,498102007,19144501
459409223,473817755,718408419
151292619,625481976,734089893
893657791,240083356,922911868
972949805,151128024,437379190
242639502,680783360,724604601
457836566,110297477,186530249
578079076,360198377,68334640
994489712,238642284,203432183
820720403,82504367,44866869
468902280,7770117,280032287
564287093,764520832,762183839
749247922,718899722,149939824
904783031,730053207,29007190
88911822,97941258,441950142
525464719,306469884,166103311
597184256,75840732,596908810
265497484,721755100,606794672
557090791,855745847,446763977
91332786,839300915,197122208
645867231,397560130,469023959
174006432,381275051,491139722
722368357,810392322,340396602
653555406,247661319,142211120
632752708,377441420,360351596
958894723,947434825,649003423
215509884,268137513,359576813
568680434,542522807,525183867
161049831,195617597,653330005
379700330,42430821,37568716
549216781,369508438,760005339
346917084,848122875,708336017
41174943,715467149,296095948
379255585,325963462,189937354
27192539,306545693,621085664
126856325,168375511,589563777
826082713,296758322,435996012
614709332,61444581,657480804
121860694,392977811,190784005
524094060,52266513,899735536
848959412,217381122,373611231
746444767,894495345,827482050
454209868,996555333,439295848
333777474,110024397,131284428
287761527,454474395,339933953
571725739,686860273,758112159
716431733,710124267,827283004
991507203,115211517,703159874
494474598,845517972,280611752
101272848,800181580,588260665
544774286,305793170,904978052
430463545,74879270,672919434
146928233,177028270,917908857
650186461,976565342,545542945
872061024,897287665,529536644
220603779,784654679,176369021
70283923,510364450,490152152
64366182,54683708,469956892
658511343,368724699,750091285
781056159,969347856,688583038
814973898,915164387,825978057
871632870,857729733,542968766
472702327,687344311,120760323
637644591,298577189,682045542
355322160,790881456,345007657
651588968,828197659,955588776
754145517,278940455,941447254
860318079,820019647,819917505
463838449,91615692,798804275
262181519,696918285,160147638
669408286,685163957,411718846
912118858,868679205,263012420
929873237,292706153,202650544
838320721,309931432,474983726
719945225,824284277,269518864
61562438,795077912,181983414
456978866,33248499,302822565
319504796,742556537,422340248
371892940,541601097,341116890
446844308,443423478,308431436
760437825,882862330,253976440
659908209,607008251,440694597
777954589,865781762,691695353
19293927,255673581,874930551
431679365,796297186,549416248
171592460,944655924,70068190
81587968,246397292,574712583
238208874,96387005,556374008
912828067,78045155,213982509
616384684,972169579,275756053
727290034,461023449,224412323
767171780,485934595,718887796
342924663,412768498,538686952
601331211,402936117,293735700
166827379,296743665,787599062
933854824,33803749,986144086
229515492,699317348,962432616
130724796,944020809,698952851
489133157,267632961,100787179
238158875,177791636,774752664
887737887,886865625,856886903
299842430,177108949,976909398
471104977,95830276,830012198
799132342,610949189,260316328
90587048,369103952,633033336
586973480,305294459,383494009
907974228,508298912,451148628
