823064632,317518517
735040875,280423959
826206480,823096844
748837312,975479904
775778008,4814233
519862322,42918649
792304254,271149870
968483620,381242216
208315798,310007334
396940756,732356895
549403425,26559050
511463478,924344286
325521265,870459156
949020467,271361547
941004181,946605081
731132526,270242069
477984535,57801724
551249551,316867527
569708423,728801256
348169079,983587464
891797689,801765646
733172996,499721506
987608402,535717177
51478997,789844903
714925281,100111004
911470891,926061474
270282086,981763383
999749335,173112672
111048648,888375979
247500238,647926969
730387459,657317298
844545035,836641342
44609470,652140358
52105593,293310982
964184254,462400597
531125680,623209074
370883006,789414106
38250554,983778330
6341488,664321188
851704984,893992059
893132922,713694571
14645367,832150837
917111933,768593226
314772949,877422518
644362924,342931045
626188732,941228023
928724086,760430825
491366978,782667267
162198753,159978908
868594697,353253328
569892438,500314550
56875846,947702742
458185990,3120314
784615525,364912103
457374194,662937351
949974498,565471916
531147901,504645711
885373390,466239462
137796055,575295181
966731275,518993746
921459457,948923351
558915167,579430020
650334917,904059833
654178115,27147713
459474516,388039623
84632723,854827607
25529686,681837388
779893600,263901948
392801574,297957368
999886316,938615836
546902247,982655683
918643800,141845155
67646413,706276396
750106002,618312030
756933282,810858642
762313976,163019636
13005554,825422998
141679828,64805649
580002925,310033150
695288103,31163247
245081373,432908310
278726150,377939323
210364164,582369379
402543315,190528252
921230019,225656416
78874185,153390734
271065056,876408242
638693360,340247421
178355782,88955862
798446032,973501331
905809549,517068016
842947723,81722748
562518814,976102860
170297311,355132550
71007523,746726256
413211759,496532239
791782023,306351503
839359589,483870405
376420100,710155000
902010332,249349295
464877711,120218326
579782243,283707489
235876208,806987448
952847198,118027921
954636722,356442973
552890192,826312076
440709725,534383643
311234591,684799887
985276063,330244210
348984118,42107409
683197878,601129329
506664137,505222655
444967630,91481190
396557334,726674572
34270246,928546156
431878891,332584927
650359006,143028402
730342694,213754886
401739135,890631810
712133100,577155196
594036510,427578802
922527416,885187681
779272645,387781495
772548807,719425631
48232236,693783621
326499327,249591408
314482958,70336662
160101338,878700913
498983617,39512050
508681536,719258855
42265385,46988052
799470950,905994061
437467539,398620669
395586458,420552526
185227786,882715700
80816257,196429799
576295461,532033253
588070897,185121355
31323954,828319662
804416520,386484688
698251938,765270283
597615799,720256747
514051608,204753630
602049512,318350438
378761519,5682932
113576446,64806167
998293766,55225542
133710414,625975300
617728543,823565039
330271220,328043437
805674262,108228503
103151674,492473925
4322635,139180010
964848807,542440452
284559392,720895881
488666353,110472069
991105272,16495026
743241759,502368594
466628732,556102855
74410560,955683896
595406524,846525187
491843335,697184265
967870873,458490284
708134963,288849527
614454864,905599425
754581454,537450231
811915642,934305689
150423317,451427897
189894315,338848098
720524775,138492609
975450863,848344467
686427172,78567139
945299543,731780769
776074183,42282790
95143031,893059891
126504905,723937606
501930388,953935726
502074257,342901375
92984937,26565724
295779258,777936787
258694442,92006886
182123753,17901154
809259026,499052221
771219331,938085318
170457261,564774735
781786217,117246371
871236635,46571206
94378356,53739384
855183999,568937279
246585840,253104206
294403524,907804129
576809116,399876065
51275158,180464537
636177277,824538338
267492254,163380897
792730404,468666542
227794066,4328591
768280467,321549468
698667417,260065919
468594645,172216151
380842190,132057232
472230707,780729067
512268873,153145564
605106399,327491976
467374751,315960405
876220677,416311176
891766887,941023132
133142872,179482626
159529741,371371044
581934548,993583948
810698912,613501664
79588164,574144157
705587578,736791939
463911116,654736767
126121489,94401641
641907342,122334429
723214849,180160506
67726907,486491162
606367150,747476160
883817163,803448711
819023090,705757501
5730993,306250321
488556381,229176657
19345335,774404232
741361052,350303702
347853026,835901067
962514551,609097588
185952934,210729853
404058687,77876340
784761177,471246284
836349106,255709336
238582501,575389956
267717342,118111811
275010984,177139253
924642986,891206185
832373524,954076305
6242865,992033931
741482529,533714578
112603505,760343911
62421887,496009030
105543296,915256647
348117370,808916093
98060520,275504079
566796785,655846020
56050123,683672343
745895436,498198536
749580492,968928547
826062416,255426774
625648295,255910186
